Harry Potter,lives,Vernon Petunia Dursley Harry Potter
Dark Mark,be fire,causing mass panic
Harry,discovers,Harry wand
wand,be,later found
possession Winky,be,used
Barty Crouch,have,house elf
wand,be later find,possession Winky
wand,be later find,Barty Crouch 's house elf
wand,be find,Barty Crouch 's house elf
wand,be,found
possession Winky,be use,cast Dark Mark
wand,be find,possession Winky
Barty Crouch,fires,Winky
Moody,be,Defence Dark Arts teacher
Moody,be,new Defence Dark Arts teacher
Triwizard Tournament,compete,champions wizarding schools
Triwizard Tournament,compete,champions schools
Dumbledore,also announces,Hogwarts
Dumbledore,announces,Hogwarts
champions names,drop,Goblet Fire
Harry,be,age majority wizarding world
Harry,be,age majority world
Goblet Fire,picks,Viktor Krum Durmstrang Institute Cedric Diggory Hogwarts
Goblet Fire,picks,Fleur Delacour Beauxbatons Academy
Goblet Fire,chooses,Harry fourth champion
Goblet Fire,chooses,Harry fourth champion forcing
Goblet Fire,Unexpectedly chooses,Harry champion
Goblet Fire,Unexpectedly chooses,Harry fourth champion
Goblet Fire,Unexpectedly chooses,Harry champion forcing
Goblet Fire,chooses,Harry champion forcing
Goblet Fire,Unexpectedly chooses,Harry fourth champion forcing
Goblet Fire,chooses,Harry champion
rift,develops,Harry Ron
Harry task,get,past
Harry first task,get,past
Harry task,involves,getting
Harry first task,involves,getting
dragon,retrieve,egg
Hermione,helps,Harry Summoning Charm
Hermione,helps,Harry Charm
Harry Firebolt broomstick,fly,past dragon retrieve
Harry Firebolt broomstick,fly,dragon retrieve
Hermione,helps,Harry perfect Summoning Charm
Hermione,helps,Harry perfect Charm
clue task,open loudly,golden egg shrieks
clue task,open,golden egg shrieks
clue next task,open loudly,golden egg shrieks
clue next task,open,egg shrieks
clue next task,open loudly,egg shrieks
clue task,open loudly,egg shrieks
egg,contains,clue task
egg,contains,clue next task
clue task,open,egg shrieks
clue next task,open,golden egg shrieks
Harry,discovers,Harry
Harry,discovers Following,Cedric 's tip
Harry,discovers Harry Following,Cedric 's tip
Cedric,Following,tip
Harry,recover,something Merpeople bottom lake castle grounds
Harry,recover,something valuable Merpeople bottom lake castle grounds
Dobby,works,Hogwarts
Harry,finds,Ron lake
Harry,finds,Ron bottom lake
Harry,However refuse behind,leave hostages
Harry,refuses,leave hostages
Harry,refuses behind,leave hostages
Harry,However refuses,leave hostages
Fleur,fails,appear
Krum,retrieves,Hermione
Harry,also take,Gabrielle
Harry,also take,Fleur sister
Harry,take,Gabrielle
Harry,take,Fleur sister
Harry,be award,high marks ' fibre
Harry,be,awarded
Harry,be award,marks ' fibre
Harry,be award,marks ' moral fibre
Harry,be award,high marks ' moral fibre
Harry Krum,encounter,Crouch
Crouch,stop,appearing work
Crouch,stop,work
Harry Krum,talk near,Forest
Harry Krum,talk near,Forbidden Forest
insane claims,begs,Dumbledore
claims,begs,Dumbledore
something terrible,begs,Dumbledore
something,begs,Dumbledore
Krum,stun,Crouch gone
tries,fails,find
Moody tries,fails,find
Moody tries,find,Crouch
tries,find,Crouch
Harry,later have,dream
Harry,have,dream involving
Harry,have,dream
Harry,later have,dream involving
Voldemort,punish,Wormtail mistake
Harry,go,tell Dumbledore
Harry,go,Dumbledore
Pensieve Dumbledore,upon,office
Harry,stumbles upon,Pensieve Dumbledore 's office
Crouch,have,son
Crouch,have,son
Crouch,'s son be,Barty Jr.
Crouch 's son,be,Death Eater
Harry,prepares,final task
Harry,prepares,task
goal,be reach,Triwizard Cup centre
Harry Cedric,reach Inside,maze
Cup,agree,touch
Harry Cedric,reach,Cup
Harry Cedric,reach Cup Inside,maze
Cup,agree simultaneously,touch
Portkey,However be transports,graveyard
Portkey,be transports,graveyard
Harry,restore,Lord Voldemort body
Cedric Voldemort,have,orders
Death Eaters,lead,Harry
Voldemort summons,berates,Death Eaters
Voldemort summons,berates,Death Eaters believing
Lord Voldemort,tortures,Harry
Harry,challenges,Lord Voldemort duel
manifestations Cedric Harry,include,parents
Harry wands ' streams,connect include,manifestations Cedric Harry 's parents
echoes Voldemort,have,previous spells
Harry share core,cause,echoes Voldemort 's spells
Harry share core,cause,echoes Voldemort 's previous spells
Cedric,have,body Cup return Hogwarts
Harry,escape,Cedric 's body Cup return Hogwarts
Harry,have,sudden arrival
Moody,take,Harry Moody office
Cedric,have,dead body
guided Moody,touch,Cup
guided Moody,ensure throughout,tournament
Moody,touch,Cup
Moody,ensure,Moody
Moody,ensure throughout,tournament
Voldemort,have,servant having put
Moody,ensure Moody throughout,tournament
Harry,have,name
Harry,'s name be,Goblet
Moody,touch,Cup
Moody,be,Voldemort 's servant
guided Moody,ensure,Moody
Moody,be,Voldemort 's servant having put
guided Moody,ensure Moody throughout,tournament
revealed,be dead via,Polyjuice Potion
revealed,be presume dead via,Polyjuice Potion
Crouch Sr.,have,son
revealed,be,presumed dead
Moody,kill,Harry
revealed,be,dead
wife,have,wish
Crouch Sr.,rescue,Crouch Sr.
son,fulfill die,wife 's wish
Harry,have,wand
Crouch Jr.,be,kept home
Crouch Jr.,be,kept
Voldemort,discover,Crouch Jr.
Crouch Jr.,install,Crouch Jr.
Hogwarts,be,imprisoned
Hogwarts,kill,Crouch Sr
Voldemort,have,return school
Dumbledore,announces,Voldemort 's return school
believe,many people include,Minister Magic Cornelius Fudge
believe,people include,Minister Magic Cornelius Fudge
Voldemort,have,return
Dementor,be,performed
Dementor,be perform,Crouch Jr. rendering
Dementor,be perform,Crouch Jr.
Dumbledore,puts,plans Voldemort action
Fred George,returns at_time,Dursleys summer
joke shop,returns at_time,Dursleys summer
Harry,want,Dumbledore tournament winnings
Harry,give,tournament winnings
Harry Potter Harry Potter cousin Dudley,be attack at_time,summer
Harry Potter Harry Potter cousin Dudley,be attack Dementors at_time,summer
Hogwarts,be postpone pending,hearing Ministry Magic
Harry,be postpone pending,hearing Ministry Magic
Forced,magically fend,Harry Potter cousin Dudley
Forced,fend,Harry Potter cousin Dudley
Order Phoenix,whisk,Grimmauld Place
Order Phoenix,whisk,Harry Number 12
Sirius Black,have,childhood home
Ron Weasley Hermione Granger,explain,Order
Harry learn,be seek,something Voldemort
Harry,learn,Voldemort
something Voldemort,lack prior,Voldemort defeat
Cornelius Fudge,accept,Voldemort 's return
Voldemort,have,return
Cornelius Fudge,run,smear campaign Harry Dumbledore
Ministry,lead,Cornelius Fudge
Harry,be,cleared
Dumbledore,be clear,charges
Harry,be clear,charges
Dumbledore,defends,Harry
Dumbledore,be,cleared
Hogwarts,becomes,new Defence Dark Arts teacher
Hogwarts,becomes,Defence Dark Arts teacher
Voldemort,have,return
Voldemort,'s return be,clashes
students,perform,defensive magic
students,perform,Hermione form
students,perform,magic
Ministry,interfere,Hogwarts High Inquisitor
Ministry,interfere,Hogwarts new High Inquisitor
forcing group,Army 's,Dumbledore
Ministry,interfere,Hogwarts new Inquisitor
Ministry,interfere,Hogwarts Inquisitor
vision Voldemort,have,snake Nagini
vision Voldemort 's snake Nagini,attack,Arthur Weasley
vision Voldemort 's snake Nagini,viciously attack,Arthur Weasley
Harry,have at_time,One night
Professor McGonagall Dumbledore,be,rescued
Harry Occlumency mind Voldemort,have,invasions
Harry Occlumency,protect,Harry Occlumency mind Voldemort 's invasions
Umbridge,be eventually tip off,Dumbledore 's Army
Dumbledore,take,responsibility group
Harry,have,expulsion
Dumbledore 's Army,prevent,Harry 's expulsion
Harry 's expulsion,go,hiding
Dumbledore,have,Army
Umbridge,be tip off,Dumbledore 's Army
Umbridge,be,access Dumbledore 's office
Umbridge,becomes,unable access Dumbledore 's old office
Umbridge,be,unable access Dumbledore 's office
Umbridge,be,access Dumbledore 's old office
Umbridge,becomes,access Dumbledore 's old office
Umbridge,be,though unable access Dumbledore 's old office
Umbridge,be,though access Dumbledore 's old office
Umbridge,becomes,though unable access Dumbledore 's office
Umbridge,be,though access Dumbledore 's office
Umbridge,be,though unable access Dumbledore 's office
Umbridge,be,unable access Dumbledore 's old office
Umbridge,becomes,though access Dumbledore 's office
Umbridge,becomes,though unable access Dumbledore 's old office
Umbridge,becomes,access Dumbledore 's office
Umbridge,becomes,unable access Dumbledore 's office
Umbridge,becomes,headmistress
Umbridge,becomes,though access Dumbledore 's old office
Harry,have,Occlumency lessons
Snape,be,called away
Snape,be,called
Harry,views,Snape 's memory
Harry,views,Sirius Black Snape school
Harry,views,Sirius Black humiliating Snape school
Snape,have,memory
Harry,views,James Potter
Harry,views,Sirius Black bullying humiliating Snape school
Harry,views,Sirius Black bullying Snape school
Harry,ends,lessons rage
Harry,ends,lessons fit rage
vision Sirius,be torture,Voldemort Department Mysteries
vision Sirius,be,tortured
effort,protect,Harry mind
Harry,uses,floo network Umbridge fireplace contact Grimmauld Place
Harry,want,Snape question
Snape Sirius,claims,understand
Umbridge,reveals,Snape ordered Dementor attack Harry
Umbridge,reveals,Snape Dementor attack Harry
Snape ordered Dementor attack Harry,interrogate,Snape Cruciatus Curse
Snape Dementor attack Harry,interrogate,Snape Cruciatus Curse
Hermione,be,Forbidden
Hermione,be Forbidden,Forest
Umbridge Dumbledore,have,secret weapon
Harry Hermione,lead,Harry Hermione centaurs ' territory
Harry Hermione,take,Harry Hermione
Harry Hermione,take,Harry Hermione captive
Umbridge,provokes,Harry Hermione
Harry Hermione,escape,centaurs
Department Mysteries,instead find,glass sphere
Department Mysteries,instead find,glass sphere bearing
Voldemort,have,names
Department Mysteries,fail,find
Department Mysteries,find,glass sphere
Department Mysteries,find,glass sphere bearing
Harry,have,Voldemort
Lucius Malfoy attack Death Eaters,be,lured
Death Eaters,be lure,fake vision sphere
Death Eaters,lead,Lucius Malfoy attack Death Eaters revealing
Lucius Malfoy attack Death Eaters,be lure,fake vision sphere
Lucius Malfoy attack Death Eaters,be lure,fake vision secure sphere
Death Eaters,be,lured
Voldemort,be,seeks
Death Eaters,lead,Lucius Malfoy attack Death Eaters
Death Eaters,be lure,fake vision secure sphere
Order Phoenix members,arrive,battle Death Eaters
Neville,destroys,prophecy
Bellatrix Lestrange,kills,Sirius
Neville,accidentally destroys,prophecy
Harry,be,match
Harry,chases,Harry
Voldemort,arrives,Voldemort stalemate
Voldemort,arrives,dueling Voldemort stalemate
Voldemort stalemate,kill,Harry
dueling Voldemort stalemate,kill,Harry
Voldemort,arrives,kill
Voldemort,possesses,Harry
Fudge,see,Voldemort
Fudge,accepts,truth
Harry,have,warning
Snape,understood,Harry 's warning
Kreacher,inform,Harry Sirius 's closeness
Kreacher,inform,Narcissa
Dumbledore,also reveals,Kreacher
Lucius,' wife be,Narcissa
Kreacher,inform,Lucius ' wife
Harry Sirius,have,closeness
Dumbledore,reveals,Kreacher
Dumbledore tells,be,safe Voldemort Dursleys
Dumbledore tells,be,safe Voldemort Dursleys taking
Lily,have,sister
seals protection Harry,have,mother
Dumbledore,tells,Harry
Dumbledore tells,be,Voldemort Dursleys
Dumbledore tells,be,Voldemort Dursleys taking
seals protection Harry 's mother,give,Harry
Dumbledore,reveals,contents prophecy
contents prophecy,foretold,birth someone power defeat Voldemort
followers,have overheard,part prophecy
One Voldemort,have,followers
One Voldemort 's followers,have overheard,part prophecy
part prophecy,kill,baby Harry
part prophecy,inform,Voldemort
Voldemort 's followers,have overheard,part prophecy
Voldemort,would mark,one would kill
hinted Voldemort,would mark,Voldemort opponent eventually would kill
Voldemort,would mark,Voldemort opponent would kill
Voldemort,would mark,Voldemort opponent eventually would kill
Voldemort,would mark,Voldemort opponent eventually one would kill
Voldemort,would mark,Voldemort opponent one would kill
Voldemort,would mark,eventually one would kill
hinted Voldemort,would mark,Voldemort opponent one would kill
hinted Voldemort,would mark,Voldemort opponent eventually one would kill
hinted Voldemort,would mark,eventually one would kill
hinted Voldemort,would mark,Voldemort opponent would kill
hinted Voldemort,would mark,one would kill
Harry,grows,sullen
wizarding community,affords,Harry great respect
community,affords,Harry respect
wizarding community,affords,Harry respect
community,affords,Harry great respect
Motivated Harry friends,returns,Dursleys
Harry friends,returns,Dursleys
Harry,returns,Dursleys
Narcissa Malfoy,supporter 's,Lord Voldemort
Lord Voldemort,have,supporter
Severus Snape,meets,Lord Voldemort 's supporter
Draco,have,mother
Severus Snape,meets,Narcissa Malfoy
Severus Snape,meets,sister Bellatrix Lestrange
Severus Snape,meets,Draco 's mother
Narcissa,expresses,concern Dumbledore
Narcissa expresses,may survive,mission Voldemort
mission Voldemort,give,Dumbledore
Dumbledore,make,Vow Narcissa
Dumbledore,make,Unbreakable Vow Narcissa
Dumbledore,make,Unbreakable Vow Narcissa swearing
Dumbledore,make,Vow Narcissa swearing
Harry,escort,home Harry 's friend
Harry,escort,home Harry 's best friend
Harry,escort,Dumbledore Burrow
home Harry,have,best friend
Harry,unwittingly help,persuade
Harry,helps,persuade
Slughorn,return,teaching
home Harry,have,best friend
Draco,brags,friends mission Voldemort
friends mission Voldemort,assign,Voldemort
Harry,eavesdrops,Draco
Draco,catches,Harry
Voldemort,break,Voldemort nose
Draco,catches,Harry petrifying
repairs Harry nose,escorts,Harry Hogwarts
Nymphadora Tonks,finds,Harry
Dumbledore announces,be,new Defence Dark Arts instructor
Slughorn,will teach,Potions
Dumbledore announces,be,Defence Dark Arts instructor
Dumbledore,announces,Dumbledore
Harry,finds,old potions textbook belonging
Harry,finds,potions textbook
Harry,finds,potions textbook belonging
Harry,finds,old potions textbook
Harry Potions class,use,tips book
Harry,excels,Potions class
Harry Potions class,use,tips book
Harry,excels,Potions class winning
Hermione,distrusts,book
Hermione,however distrusts,book
Ron,go,Lavender Brown making
Ron Hermione,grow,Ron sister Ginny Hermione 's history
Ron Hermione,grow closer,learning Ron sister Ginny Hermione 's history
Ron Hermione,grow,learning Ron sister Ginny Hermione 's history
learning Ron sister Ginny Hermione,have,history
Ron,go,Lavender Brown
Ron Hermione,grow closer,Ron sister Ginny Hermione 's history
Harry,develops,two later start relationship
Ron,have,approval
Harry,develops,feelings Ginny
Harry,develops,two start relationship
Draco,grows throughout,year
Draco,grows,suspicious ways
Draco,grows,acting increasingly suspicious ways
Draco,grows,acting suspicious ways
Draco,grows,increasingly suspicious ways
Draco,grows,unhinged
memories people Voldemort,have,past
Pensieve,examine,memories people Voldemort 's past
Harry Harry,foretold,battle Voldemort
Slughorn,be,altered
Harry,obtain,real memory Slughorn
memories,involves,Slughorn
One memories,involves,Slughorn
memories,involves,Slughorn conversing
One memories,involves,Slughorn conversing
Harry,obtain,memory Slughorn
Slughorn,tells,Riddle process
Slughorn,tells,one 's soul hiding making
Slughorn,tells,splitting one 's soul
splitting one,have,soul hiding making
Slughorn,tells,splitting one 's soul making
Slughorn,tells,one 's soul
Slughorn,tells,one 's soul hiding
Slughorn,tells,splitting one 's soul hiding making
Slughorn,tells,one 's soul making
Slughorn,tells,splitting one 's soul hiding
one,have,soul Horcruxes
Felix Felicis,retrieve,memory
six Horcruxes,be destroy,order destroy
six Horcruxes,be,destroyed
six Horcruxes,be destroy,order
Voldemort,create,six Horcruxes
Harry Dumbledore journey cave,retrieve Horcrux at_time,Near end year
Harry Dumbledore journey cave,retrieve at_time,Near end year
Slytherin,have,locket
locket,be,filled basin lake
locket,be,filled basin middle lake
locket,be,basin lake
locket,be,basin middle lake
locket,be,potion filled basin lake
locket,be,potion filled basin middle lake
Dumbledore,drinks,severely weakening Dumbledore
Dumbledore,drinks,Dumbledore
Dumbledore,drinks,weakening Dumbledore
Dumbledore,drinks,potion
Inferi lake,take,locket return Hogwarts
fighting Inferi hidden lake,take,locket return Hogwarts
locket return Hogwarts,find,Dark Mark school tower
Inferi hidden lake,take,locket return Hogwarts
fighting Inferi lake,take,locket return Hogwarts
Harry Dumbledore,ascend,tower
Harry Dumbledore ascend,be,ambushed Dracohis
Harry Dumbledore ascend,be,Dracohis
Draco,be,However unable
Draco,be,unable
Snape,kills,Dumbledore
Harry,pursues,Snape
Snape,be,defeated
Ignoring battle Snape,rag inside,Hogwarts
Harry,be,defeated
battle Snape,rag inside,Hogwarts
Harry,be defeat,Snape
Snape,be defeat,Snape
Snape,be,Half Blood Prince
Snape,be,Blood Prince
Dumbledore,have,funeral
Ginny,protect,Ginny
Dumbledore,'s funeral be,Harry
fake,contain,note someone named R.
fake,contain,note someone R.
Harry,discovers,locket
fake,contain,note someone R.
fake,contain,note someone named R.
Harry discovers,be,fake containing
Harry discovers,be,fake
Harry intentions,search Horcruxes at_time,following year
Harry intentions,search at_time,year
Horcruxes,rather return,Hogwarts
Harry intentions,search Horcruxes at_time,year
Horcruxes,return,Hogwarts
Harry intentions,rather return,Hogwarts
Harry intentions,return,Hogwarts
Harry intentions,search at_time,following year
Ron Hermione vow,join,Harry
Voldemort,have take Following,Dumbledore 's death
Voldemort,have take,control Ministry Magic
Voldemort,have take,effective control Ministry Magic
Dumbledore,Following,death
Voldemort,have take control Ministry Magic Following,Dumbledore 's death
Harry deceased mother,have,protection
Harry,be,Meanwhile turn seventeen
Dursleys,use,Harry 's friends decoys
Phoenix,use,Harry 's friends decoys
Phoenix,prepare,move Harry Burrow Harry
Dursleys,prepare,move Harry Burrow flying Harry
Dursleys,prepare,move Harry Burrow Harry
Phoenix,prepare,move Harry Burrow flying Harry
Harry,have,friends decoys
Death Eaters,attack upon,departure
Death Eaters,attack battle upon,departure
Death Eaters,attack,ensuing battle
Mad Eye Moody Hedwig,be,killed
George Weasley,be,wounded
Death Eaters,attack,battle
Mad Eye Moody Hedwig,be kill,George Weasley
Harry 's wand,fends,Voldemort Harry 's wand
Harry,have,wand
Voldemort Harry,have,wand
Hermione,prepare,hunt Voldemort 's four Horcruxes
hunt Voldemort,have,four remaining Horcruxes
Hermione,prepare,hunt Voldemort 's four remaining Horcruxes
Dumbledore,have,will
Harry,be give,object
Harry,be give,Dumbledore 's will
Harry,be,given
Sword Godric Gryffindor,be,bequeathed
Sword Godric Gryffindor,be,also bequeathed
Sword Godric Gryffindor,prevents give,prevents object Dumbledore 's will
Bill Weasley Fleur Delacour,have,wedding
Death Eaters,attack,wedding reception
Bill Weasley Fleur Delacour 's wedding,falls,Voldemort
Ministry,falls,Voldemort
Sirius Black,have,family home trio
trio,flee,12 Grimmauld Place
Horcrux locket,stole hid,Horcrux locket house
Sirius,'s brother be,Regulus
trio,learn,Regulus
trio,learn,Sirius 's brother
Sirius,have,late brother
trio,learn,Sirius 's late brother
Horcrux locket,be,later stolen
Horcrux locket,be,stolen
Horcrux locket,be steal,Mundungus Fletcher
Horcrux locket,be later steal,Mundungus Fletcher
House elf Kreacher,locates,Fletcher
locket,say,says taken
Grimmauld Place,be compromise,trio escape
Grimmauld Place,be,compromised
locket,have,dark nature
locket 's dark nature,affects,Ron
locket 's nature,affects,Ron
Ron,abandons,group
Dumbledore,have,past dark wizard
Harry Hermione,learn,Dumbledore 's past dark wizard
Harry Hermione,learn,Gellert Grindelwald
Harry Hermione,learn,Dumbledore 's past wizard
Dumbledore,'s wizard be,Gellert Grindelwald
Harry,have,birthplace
Harry Hermione travel Godric,have,Hollow
Harry Hermione travel Godric,'s Hollow be,Harry Hermione
Harry Hermione travel Godric,'s Hollow be,birthplace
Harry Hermione travel Godric 's Hollow,be,attacked
Harry Hermione travel Godric 's Hollow,be attack,Nagini
Harry Hermione escape,be,damaged
Harry,have,wand
Gryffindor,have,sword
Gryffindor 's sword,kills,Harry
Gryffindor,have,sword
Gryffindor,'s sword be,locket around Harry neck
Gryffindor 's sword,locket around,Harry neck
Gryffindor 's sword,nearly kills,Harry
Harry,destroys,locket sword
Dumbledore,'s book be,Hermione
Dumbledore,have,book
Dumbledore 's book,identifies,also worn
Dumbledore 's book,worn,Luna Lovegood 's father
Dumbledore 's book,also wear,Luna Lovegood 's father
Dumbledore 's book,identifies,worn
Luna Lovegood,have,father
Resurrection Stone,can summon,dead
Luna Lovegood,have,father
Luna Lovegood,have,father
father,father 's,Luna Lovegood
Luna Lovegood,'s father be,father
trio,have,has captured
exchange Luna,have,freedom
Xenophillius summons Death Eaters,catch,three escape
exchange Luna,'s freedom be,three escape
Xenophillius summons Death Eaters,catch,exchange Luna 's freedom
Harry,deduces,Voldemort
Voldemort,hunt,Wand
Voldemort,hunt,Elder Wand
Dumbledore Dumbledore,defeat,Grindelwald
Harry,deduces,Harry Invisibility Cloak
Harry deduces,be,Hallow
Harry Snitch,contains,Resurrection Stone
Harry deduces,be,third Hallow
Harry,also deduces,Harry Invisibility Cloak
trio,be,captured
believing trio,stole,Gryffindor 's sword Gringotts vault
Gryffindor,have,sword Gringotts vault
Bellatrix,tortures,Hermione
trio,stole,Gryffindor 's sword Gringotts vault
Bill Fleur,have,cottage along fellow prisoners including goblin Griphook
Bellatrix,kills,Dobby
escape,kills,Dobby
vision Voldemort,steal,Elder Wand Dumbledore 's tomb
Elder Wand Dumbledore,have,tomb
trio,decide,break Bellatrix 's vault believing
trio,decide,break Bellatrix 's vault
break Bellatrix,have,vault believing
Griphook,have,help
Griphook 's help,retrieve,Griphook steals
Griphook 's help,retrieve,Hufflepuff 's cup
Griphook 's help,retrieve,though Griphook steals
Griphook,steals,Gryffindor 's sword process
Griphook,'s help be,trio break
Gryffindor,have,sword process
Hufflepuff,have,cup
Griphook 's help,retrieve,escape
Hufflepuff,'s cup be,escape
vision Voldemort,thus reveal,ones
vision Voldemort,thus reveal,remaining ones
heist,thus reveal,ones
heist,thus reveal,remaining ones
heist,reveal,remaining ones
vision Voldemort,reveal,remaining ones
heist,reveal,ones
vision Voldemort,be inform,heist deciding
vision Voldemort,be inform,heist
vision Voldemort,reveal,ones
vision Voldemort,be,informed
Hogwarts,help,Aberforth
Dumbledore,have,brother
Hogwarts,help,Dumbledore 's brother
Dumbledore,'s brother be,Aberforth
Harry,'s whereabouts be,mounts assault Hogwarts
Harry,have,whereabouts
Voldemort,alert,mounts assault Hogwarts
Voldemort,alert,Harry 's whereabouts
teachers students,defend,school
teachers students,mobilize,defend
Ron Hermione,destroy,Hufflepuff 's cup basilisk fangs Chamber Secrets
Hufflepuff,have,cup basilisk fangs Chamber Secrets
Ravenclaw,have,diadem
Harry discovers,be,Horcrux
Harry,discovers,Ravenclaw 's diadem
diadem Room Requirement,be ambush,Draco
trio,find,diadem Room Requirement
diadem Room Requirement,be ambush,Crabbe Goyle
diadem Room Requirement,be,ambushed
Crabbe attacks,fails,control fire
Crabbe attacks control fire,use,cursed fire
Crabbe attacks,use,cursed fire
Crabbe attacks control cursed fire,use,cursed fire
Crabbe attacks control cursed fire,use,fire
fire,destroys,diadem
Crabbe attacks control fire,use,fire
Crabbe attacks,use,fire
Crabbe attacks,fails,control cursed fire
many,be,killed
many,be,Meanwhile killed
many,be kill,Voldemort 's assault including Remus Lupin
many,be kill,Voldemort 's assault
many,Meanwhile be kill,Voldemort 's assault
many,Meanwhile be kill,Voldemort 's assault including Remus Lupin
Voldemort,have,assault
Voldemort,feels,Wand
Voldemort,feels,Elder Wand
Wand,perform,expected
Elder Wand,perform,expected
Snape,be,master
Believing Snape,be,master
Snape,be,true master
Believing Snape,be,true master
Harry memories,view,Pensieve
Harry 's mother,act,double agent Voldemort
Harry,have,mother
Harry 's mother,act,agent Voldemort
Snape,have watch,conjuring doe Patronus
Snape,have watch,trio
Dumbledore,plan,Dumbledore murder
Snape,have,hands
Dumbledore dying,mishandle,ring Horcrux
Harry,learns,Harry
Harry learns,be,unintentional Horcrux
Voldemort,have,hands
Harry learns,be,Horcrux
Voldemort 's hands,render,Harry mortal
Harry,also learn,Harry
Harry,give,Harry instructing
Neville Longbottom,kill,Nagini
Harry,give,Harry
Harry parents,love,ones
Harry parents deceased,love,ones
Harry,uses,Resurrection Stone
Resurrection Stone,reunite within,Snitch
stone Harry,meets,Voldemort
King,have,Cross
Harry,awakens,location
location,be greet,Dumbledore
Harry,awakens,location resembling
Harry,awakens,dreamlike location resembling
dreamlike location,be,greeted
location,be,greeted
Harry,awakens,dreamlike location
dreamlike location,be greet,Dumbledore
Voldemort 's original Killing Curse,left,fragment Harry soul Harry
Voldemort 's original Killing Curse,left,connection
Voldemort 's original Killing Curse,left,causing connection
Voldemort,have,original Killing Curse
Voldemort 's Killing Curse,left,connection
Voldemort 's Killing Curse,left,fragment Harry soul Harry
Voldemort 's Killing Curse,left,causing connection
Curse,destroyed,soul fragment
latest Curse,destroyed,soul fragment allowing
latest Killing Curse,destroyed,soul fragment allowing
Curse,destroyed,soul fragment allowing
latest Killing Curse,destroyed,soul fragment
latest Curse,destroyed,soul fragment
Harry,return,life
Killing Curse,destroyed,soul fragment allowing
Killing Curse,destroyed,soul fragment
life,feigns,death
truce Hogwarts,demands,Voldemort surrender
Gryffindor 's sword Hat,kills,Nagini
Gryffindor,have,sword
Gryffindor 's sword Sorting Hat,kills,Nagini
battle,resumes,Molly Weasley
battle,resumes,Molly Weasley killing
Harry,reveal,Harry Voldemort
Harry,explains upon,Wand 's former master
Elder Wand,have,loyalty transfers
Harry,explains,Wand 's loyalty transfers
Harry,explains upon,defeat
Harry,explains,Elder Wand 's loyalty transfers
defeat,master 's,Elder Wand
Harry,explains upon,Elder Wand 's former master
Elder Wand,have,former master
Dumbledore Snape,kill,Snape
Draco,have,had Elder Wand 's master
Draco,have,had Wand 's master
Harry,commands,Elder Wand
Harry,disarm,Draco Malfoy Manor
Harry,commands,Wand
Harry,uses,Wand repair Elder Wand
Harry,uses,Elder Wand repair Elder Wand returning
Harry,uses,Elder Wand repair Elder Wand
Harry,uses,Wand repair Elder Wand returning
Harry,keeps,Harry Invisibility Cloak
wizarding world,returns,peace
world,returns,peace